Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No Of Passengers,Trip Distance,Booking Value,Pickup Location,Total Bookings
98691,2024-06-26 00:00:00,1899-12-30 22:36:49,UberX,Uber Pay,1,11.49,$33.5,East Harlem North,1.0
98694,2024-06-26 00:00:00,1899-12-30 22:26:08,UberX,Uber Pay,2,11.1,$39.8,West Village,1.0
98700,2024-06-26 00:00:00,1899-12-30 22:46:31,UberX,Uber Pay,2,11.07,$41.0,Upper East Side North,1.0
98706,2024-06-26 00:00:00,1899-12-30 22:00:54,UberX,Uber Pay,1,2,$11.6,Upper East Side South,1.0
98707,2024-06-26 00:00:00,1899-12-30 22:24:45,UberX,Uber Pay,1,1.1,$8.6,Upper East Side South,1.0
98717,2024-06-26 00:00:00,1899-12-30 22:56:53,UberX,Uber Pay,2,1.56,$9.2,Kips Bay,1.0
98720,2024-06-26 00:00:00,1899-12-30 22:38:36,UberX,Uber Pay,1,4,$17.0,Greenwich Village South,1.0
98735,2024-06-26 00:00:00,1899-12-30 22:13:14,UberX,Uber Pay,1,6.36,$23.0,Lincoln Square East,1.0
98742,2024-06-26 00:00:00,1899-12-30 22:06:40,UberX,Uber Pay,1,3.47,$17.1,JFK Airport,1.0
98756,2024-06-26 00:00:00,1899-12-30 22:53:07,UberX,Uber Pay,2,2.42,$11.0,Clinton West,1.0
98768,2024-06-26 00:00:00,1899-12-30 22:31:41,UberX,Uber Pay,1,8.9,$36.9,LaGuardia Airport,1.0
98770,2024-06-26 00:00:00,1899-12-30 22:22:55,UberX,Uber Pay,3,2.52,$10.5,West Village,1.0
98776,2024-06-26 00:00:00,1899-12-30 22:22:39,UberX,Uber Pay,1,1.73,$11.6,Lincoln Square East,1.0
98781,2024-06-26 00:00:00,1899-12-30 22:15:27,UberX,Uber Pay,1,2.64,$12.1,Midtown North,1.0
98787,2024-06-26 00:00:00,1899-12-30 22:05:29,UberX,Uber Pay,2,3.46,$15.0,Yorkville West,1.0
98799,2024-06-26 00:00:00,1899-12-30 22:51:23,UberX,Uber Pay,1,3.38,$16.4,West Village,1.0
98801,2024-06-26 00:00:00,1899-12-30 22:08:53,UberX,Uber Pay,1,1.7,$10.5,Clinton East,1.0
98804,2024-06-26 00:00:00,1899-12-30 21:54:32,UberX,Uber Pay,1,3.98,$18.2,East Chelsea,1.0
98805,2024-06-26 00:00:00,1899-12-30 22:19:25,UberX,Uber Pay,1,1.7,$9.2,UN/Turtle Bay South,1.0
98810,2024-06-26 00:00:00,1899-12-30 22:30:58,UberX,Uber Pay,1,1.91,$9.2,Sutton Place/Turtle Bay North,1.0
98818,2024-06-26 00:00:00,1899-12-30 22:11:09,UberX,Uber Pay,1,1.2,$9.2,East Harlem South,1.0
98824,2024-06-26 00:00:00,1899-12-30 22:51:59,UberX,Uber Pay,3,2.15,$12.2,Times Sq/Theatre District,1.0
98828,2024-06-26 00:00:00,1899-12-30 22:22:12,UberX,Uber Pay,4,5.3,$23.0,Penn Station/Madison Sq West,1.0
98834,2024-06-26 00:00:00,1899-12-30 22:40:18,UberX,Uber Pay,1,9.78,$35.1,Yorkville West,1.0
98835,2024-06-26 00:00:00,1899-12-30 22:46:31,UberX,Uber Pay,1,1.06,$6.0,Lincoln Square East,1.0
98838,2024-06-26 00:00:00,1899-12-30 22:35:46,UberX,Uber Pay,1,4.18,$20.6,East Village,1.0
98840,2024-06-26 00:00:00,1899-12-30 22:44:35,UberX,Uber Pay,2,2.8,$15.3,NV,1.0
98844,2024-06-26 00:00:00,1899-12-30 22:46:23,UberX,Uber Pay,2,7.3,$30.0,Greenwich Village South,1.0
98845,2024-06-26 00:00:00,1899-12-30 22:47:13,UberX,Uber Pay,1,11.25,$39.8,Kips Bay,1.0
98848,2024-06-26 00:00:00,1899-12-30 22:40:18,UberX,Uber Pay,1,3.44,$16.4,Central Park,1.0
98852,2024-06-26 00:00:00,1899-12-30 22:28:23,UberX,Uber Pay,1,6.2,$19.0,East Harlem North,1.0
98853,2024-06-26 00:00:00,1899-12-30 22:08:50,UberX,Uber Pay,1,5.4,$22.5,Park Slope,1.0
98855,2024-06-26 00:00:00,1899-12-30 22:44:23,UberX,Uber Pay,1,4.3,$20.0,Lincoln Square East,1.0
98857,2024-06-26 00:00:00,1899-12-30 22:41:18,UberX,Uber Pay,2,2.2,$12.8,Lincoln Square East,1.0
98859,2024-06-26 00:00:00,1899-12-30 22:09:55,UberX,Uber Pay,2,1.8,$9.8,UN/Turtle Bay South,1.0
98866,2024-06-26 00:00:00,1899-12-30 23:16:48,UberX,Uber Pay,2,5.8,$24.8,Clinton East,1.0
98867,2024-06-26 00:00:00,1899-12-30 23:21:28,UberX,Uber Pay,1,4.7,$22.0,East Village,1.0
98872,2024-06-26 00:00:00,1899-12-30 23:51:54,UberX,Uber Pay,1,2.55,$11.0,JFK Airport,1.0
98875,2024-06-26 00:00:00,1899-12-30 23:29:45,UberX,Uber Pay,1,1.8,$7.5,Flatiron,1.0
98876,2024-06-26 00:00:00,1899-12-30 23:47:52,UberX,Uber Pay,2,2.92,$13.5,East Village,1.0
98882,2024-06-26 00:00:00,1899-12-30 23:27:18,UberX,Uber Pay,2,14.9,$52.5,Sutton Place/Turtle Bay North,1.0
98884,2024-06-26 00:00:00,1899-12-30 23:39:44,UberX,Uber Pay,1,5.73,$19.5,Upper West Side North,1.0
98886,2024-06-26 00:00:00,1899-12-30 23:21:04,UberX,Uber Pay,1,1.7,$8.6,Lenox Hill West,1.0
98889,2024-06-26 00:00:00,1899-12-30 23:45:14,UberX,Uber Pay,1,2.4,$11.0,West Village,1.0
98900,2024-06-26 00:00:00,1899-12-30 23:54:21,UberX,Uber Pay,1,2.22,$14.1,Little Italy/NoLiTa,1.0
98903,2024-06-26 00:00:00,1899-12-30 23:07:02,UberX,Uber Pay,2,1.68,$11.6,East Village,1.0
98909,2024-06-26 00:00:00,1899-12-30 23:51:01,UberX,Uber Pay,1,5.8,$26.6,Yorkville West,1.0
98917,2024-06-26 00:00:00,1899-12-30 23:49:48,UberX,Uber Pay,1,3.24,$15.0,West Village,1.0
98918,2024-06-26 00:00:00,1899-12-30 23:38:19,UberX,Uber Pay,2,4.81,$22.0,Flatiron,1.0
98928,2024-06-26 00:00:00,1899-12-30 23:20:04,UberX,Uber Pay,1,1.4,$10.5,Lower East Side,1.0
98930,2024-06-26 00:00:00,1899-12-30 23:28:56,UberX,Uber Pay,1,3.9,$17.5,Clinton East,1.0
98931,2024-06-26 00:00:00,1899-12-30 23:02:08,UberX,Uber Pay,3,3.8,$14.0,Kips Bay,1.0
98934,2024-06-26 00:00:00,1899-12-30 23:55:09,UberX,Uber Pay,1,1.8,$11.6,Clinton East,1.0
98935,2024-06-26 00:00:00,1899-12-30 22:51:13,UberX,Uber Pay,1,5.83,$24.1,Clinton West,1.0
98945,2024-06-26 00:00:00,1899-12-30 23:17:55,UberX,Uber Pay,1,1.8,$9.2,Sutton Place/Turtle Bay North,1.0
98947,2024-06-26 00:00:00,1899-12-30 23:10:12,UberX,Uber Pay,1,1.6,$9.2,Lower East Side,1.0
98949,2024-06-26 00:00:00,1899-12-30 23:10:52,UberX,Uber Pay,2,6.5,$25.4,LaGuardia Airport,1.0
98952,2024-06-26 00:00:00,1899-12-30 23:30:31,UberX,Uber Pay,2,1.15,$7.2,East Village,1.0
98956,2024-06-26 00:00:00,1899-12-30 23:36:31,UberX,Uber Pay,2,2.85,$13.4,Murray Hill,1.0
98963,2024-06-26 00:00:00,1899-12-30 23:06:21,UberX,Uber Pay,1,5.03,$24.8,Clinton East,1.0
98965,2024-06-26 00:00:00,1899-12-30 23:29:19,UberX,Uber Pay,1,3.7,$19.3,Little Italy/NoLiTa,1.0
98973,2024-06-26 00:00:00,1899-12-30 23:22:23,UberX,Uber Pay,1,2.6,$13.4,Clinton East,1.0
98975,2024-06-26 00:00:00,1899-12-30 23:20:46,UberX,Uber Pay,1,5.08,$19.4,Murray Hill,1.0
98977,2024-06-26 00:00:00,1899-12-30 23:17:10,UberX,Uber Pay,1,1.12,$7.4,Lincoln Square West,1.0
98978,2024-06-26 00:00:00,1899-12-30 23:37:25,UberX,Uber Pay,1,7.26,$25.2,Hudson Sq,1.0
98980,2024-06-26 00:00:00,1899-12-30 23:21:26,UberX,Uber Pay,1,3.2,$15.3,Washington Heights South,1.0
98982,2024-06-26 00:00:00,1899-12-30 23:17:31,UberX,Uber Pay,2,2.04,$10.4,Yorkville West,1.0
98984,2024-06-26 00:00:00,1899-12-30 23:47:36,UberX,Uber Pay,1,4.08,$15.5,East Village,1.0
98987,2024-06-26 00:00:00,1899-12-30 23:17:44,UberX,Uber Pay,1,2.67,$14.7,Lenox Hill West,1.0
98989,2024-06-26 00:00:00,1899-12-30 23:54:43,UberX,Uber Pay,1,1.4,$9.2,Clinton East,1.0
98997,2024-06-26 00:00:00,1899-12-30 23:11:15,UberX,Uber Pay,1,1.59,$10.4,Manhattan Valley,1.0
98998,2024-06-26 00:00:00,1899-12-30 23:38:37,UberX,Uber Pay,1,2.5,$14.7,Midtown East,1.0
98999,2024-06-26 00:00:00,1899-12-30 23:34:24,UberX,Uber Pay,1,1.3,$11.5,Astoria,1.0
99004,2024-06-26 00:00:00,1899-12-30 23:30:10,UberX,Uber Pay,1,3.05,$13.0,West Village,1.0
99008,2024-06-26 00:00:00,1899-12-30 23:29:00,UberX,Uber Pay,2,1.7,$9.3,Morningside Heights,1.0
99031,2024-06-26 00:00:00,1899-12-30 23:40:27,UberX,Uber Pay,1,3.44,$15.8,Kips Bay,1.0
99037,2024-06-27 00:00:00,1899-12-30 00:53:04,UberX,Uber Pay,2,2.18,$10.4,Clinton East,1.0
99050,2024-06-27 00:00:00,1899-12-30 00:18:59,UberX,Uber Pay,2,3.6,$14.1,East Harlem South,1.0
99066,2024-06-27 00:00:00,1899-12-30 00:13:45,UberX,Uber Pay,1,5.21,$21.3,Greenwich Village North,1.0
99076,2024-06-27 00:00:00,1899-12-30 00:38:44,UberX,Uber Pay,1,6.8,$27.8,East Village,1.0
99078,2024-06-27 00:00:00,1899-12-30 00:28:32,UberX,Uber Pay,1,2.67,$12.2,Midtown North,1.0
99084,2024-06-27 00:00:00,1899-12-30 00:38:04,UberX,Uber Pay,1,1.81,$9.7,Midtown East,1.0
99088,2024-06-27 00:00:00,1899-12-30 00:56:48,UberX,Uber Pay,2,4.74,$21.0,West Village,1.0
99089,2024-06-27 00:00:00,1899-12-30 00:07:14,UberX,Uber Pay,1,1.9,$8.0,Yorkville West,1.0
99093,2024-06-27 00:00:00,1899-12-30 00:44:35,UberX,Uber Pay,1,4.4,$18.5,East Village,1.0
99095,2024-06-27 00:00:00,1899-12-30 00:31:28,UberX,Uber Pay,1,1.36,$9.7,Bushwick South,1.0
99104,2024-06-27 00:00:00,1899-12-30 00:12:04,UberX,Uber Pay,1,4.7,$18.3,Yorkville West,1.0
99106,2024-06-27 00:00:00,1899-12-30 00:49:19,UberX,Uber Pay,3,2.63,$13.5,Central Harlem,1.0
99108,2024-06-27 00:00:00,1899-12-30 00:47:00,UberX,Uber Pay,1,5,$21.8,Clinton West,1.0
99111,2024-06-27 00:00:00,1899-12-30 00:50:42,UberX,Uber Pay,1,5.6,$21.5,Midtown South,1.0
99112,2024-06-27 00:00:00,1899-12-30 00:53:20,UberX,Uber Pay,1,3.71,$15.4,Manhattan Valley,1.0
99116,2024-06-27 00:00:00,1899-12-30 00:22:17,UberX,Uber Pay,1,1.53,$9.1,Clinton East,1.0
99118,2024-06-27 00:00:00,1899-12-30 00:01:55,UberX,Uber Pay,1,8.96,$32.7,LaGuardia Airport,1.0
99120,2024-06-27 00:00:00,1899-12-30 00:17:55,UberX,Uber Pay,1,9.11,$32.7,JFK Airport,1.0
99121,2024-06-27 00:00:00,1899-12-30 00:32:52,UberX,Uber Pay,2,2.08,$11.0,TriBeCa/Civic Center,1.0
99131,2024-06-27 00:00:00,1899-12-30 00:22:19,UberX,Uber Pay,1,3.02,$13.2,East Chelsea,1.0
99133,2024-06-27 00:00:00,1899-12-30 00:20:24,UberX,Uber Pay,1,1.43,$11.0,Times Sq/Theatre District,1.0
99136,2024-06-27 00:00:00,1899-12-30 00:37:14,UberX,Uber Pay,1,1.46,$8.5,Sutton Place/Turtle Bay North,1.0
99137,2024-06-27 00:00:00,1899-12-30 00:11:41,UberX,Uber Pay,1,6.24,$24.0,Clinton East,1.0
99138,2024-06-27 00:00:00,1899-12-30 00:28:17,UberX,Uber Pay,1,1.93,$11.0,Flatiron,1.0
99143,2024-06-27 00:00:00,1899-12-30 00:21:25,UberX,Uber Pay,2,3.83,$17.0,Flatiron,1.0
99150,2024-06-27 00:00:00,1899-12-30 00:10:19,UberX,Uber Pay,1,4.02,$23.9,TriBeCa/Civic Center,1.0
99151,2024-06-27 00:00:00,1899-12-30 00:53:33,UberX,Uber Pay,1,1.57,$8.6,SoHo,1.0
99157,2024-06-27 00:00:00,1899-12-30 00:23:18,UberX,Uber Pay,1,15.26,$47.0,Lower East Side,1.0
99169,2024-06-27 00:00:00,1899-12-30 00:13:44,UberX,Uber Pay,3,1.02,$8.9,West Village,1.0
99175,2024-06-27 00:00:00,1899-12-30 00:17:54,UberX,Uber Pay,1,2.96,$15.3,Penn Station/Madison Sq West,1.0
99196,2024-06-27 00:00:00,1899-12-30 01:15:14,UberX,Uber Pay,1,6.15,$24.2,East Village,1.0
99201,2024-06-27 00:00:00,1899-12-30 01:07:01,UberX,Uber Pay,1,2.9,$14.0,Lower East Side,1.0
99204,2024-06-27 00:00:00,1899-12-30 01:28:41,UberX,Uber Pay,1,10.36,$29.0,East Harlem North,1.0
99210,2024-06-27 00:00:00,1899-12-30 01:03:50,UberX,Uber Pay,1,1.4,$9.1,Lenox Hill West,1.0
99211,2024-06-27 00:00:00,1899-12-30 01:47:34,UberX,Uber Pay,1,1.8,$7.5,Yorkville West,1.0
99218,2024-06-27 00:00:00,1899-12-30 01:46:22,UberX,Uber Pay,1,1.63,$7.5,Upper East Side North,1.0
99224,2024-06-27 00:00:00,1899-12-30 01:15:26,UberX,Uber Pay,1,1.17,$8.0,West Village,1.0
99228,2024-06-27 00:00:00,1899-12-30 01:42:33,UberX,Uber Pay,1,6.06,$26.0,Lower East Side,1.0
99230,2024-06-27 00:00:00,1899-12-30 01:24:42,UberX,Uber Pay,1,5.5,$23.0,Penn Station/Madison Sq West,1.0
99231,2024-06-27 00:00:00,1899-12-30 01:56:08,UberX,Uber Pay,1,1.43,$6.0,East New York,1.0
99233,2024-06-27 00:00:00,1899-12-30 01:38:01,UberX,Uber Pay,1,3.73,$16.4,East Village,1.0
99241,2024-06-27 00:00:00,1899-12-30 00:59:52,UberX,Uber Pay,1,12.18,$44.6,World Trade Center,1.0
99250,2024-06-27 00:00:00,1899-12-30 01:38:50,UberX,Uber Pay,1,3.42,$13.6,West Village,1.0
99253,2024-06-27 00:00:00,1899-12-30 01:43:01,UberX,Uber Pay,2,5.61,$21.2,Union Sq,1.0
99256,2024-06-27 00:00:00,1899-12-30 00:55:09,UberX,Uber Pay,1,14,$42.5,LaGuardia Airport,1.0
99259,2024-06-27 00:00:00,1899-12-30 02:00:25,UberX,Uber Pay,1,2.47,$14.5,Lenox Hill East,1.0
99269,2024-06-27 00:00:00,1899-12-30 02:08:17,UberX,Uber Pay,4,2.1,$11.1,Manhattanville,1.0
99271,2024-06-27 00:00:00,1899-12-30 02:36:48,UberX,Uber Pay,1,6.9,$24.8,Clinton East,1.0
99278,2024-06-27 00:00:00,1899-12-30 02:51:04,UberX,Uber Pay,1,2.6,$13.0,Greenwich Village North,1.0
99283,2024-06-27 00:00:00,1899-12-30 02:13:24,UberX,Uber Pay,2,6.1,$35.5,Greenpoint,1.0
99296,2024-06-27 00:00:00,1899-12-30 02:15:50,UberX,Uber Pay,1,4.4,$15.5,NV,1.0
99297,2024-06-27 00:00:00,1899-12-30 02:19:31,UberX,Uber Pay,1,1.5,$6.5,Garment District,1.0
99308,2024-06-27 00:00:00,1899-12-30 03:05:42,UberX,Uber Pay,1,5.2,$25.3,Clinton East,1.0
99312,2024-06-27 00:00:00,1899-12-30 03:15:54,UberX,Uber Pay,1,5.1,$24.7,Flatiron,1.0
99328,2024-06-27 00:00:00,1899-12-30 03:14:48,UberX,Uber Pay,1,11.97,$34.5,Lenox Hill West,1.0
99333,2024-06-27 00:00:00,1899-12-30 03:23:43,UberX,Uber Pay,1,5.8,$23.0,Clinton East,1.0
99338,2024-06-27 00:00:00,1899-12-30 04:01:58,UberX,Uber Pay,1,1.29,$8.5,Central Harlem,1.0
99345,2024-06-27 00:00:00,1899-12-30 04:53:57,UberX,Uber Pay,1,19.74,$53.5,Penn Station/Madison Sq West,1.0
99346,2024-06-27 00:00:00,1899-12-30 04:36:15,UberX,Uber Pay,1,9,$34.7,Clinton East,1.0
99350,2024-06-27 00:00:00,1899-12-30 04:23:07,UberX,Uber Pay,1,11.01,$39.2,Lincoln Square East,1.0
99359,2024-06-27 00:00:00,1899-12-30 04:03:41,UberX,Uber Pay,2,3.21,$14.0,Upper West Side South,1.0
99376,2024-06-27 00:00:00,1899-12-30 05:10:40,UberX,Uber Pay,2,7.34,$22.5,Greenwich Village South,1.0
99388,2024-06-27 00:00:00,1899-12-30 05:41:36,UberX,Uber Pay,1,4.4,$21.0,East Village,1.0
99393,2024-06-27 00:00:00,1899-12-30 05:45:31,UberX,Uber Pay,1,2,$11.6,Midtown Center,1.0
99399,2024-06-27 00:00:00,1899-12-30 05:45:56,UberX,Uber Pay,1,2.28,$9.0,Clinton West,1.0
99404,2024-06-27 00:00:00,1899-12-30 05:36:53,UberX,Uber Pay,1,3.42,$17.4,Lenox Hill West,1.0
99408,2024-06-27 00:00:00,1899-12-30 06:10:10,UberX,Uber Pay,1,12.2,$39.0,Lenox Hill East,1.0
99411,2024-06-27 00:00:00,1899-12-30 06:29:58,UberX,Uber Pay,1,9.9,$38.6,JFK Airport,1.0
99415,2024-06-27 00:00:00,1899-12-30 06:04:22,UberX,Uber Pay,1,3.07,$13.4,Upper West Side North,1.0
99416,2024-06-27 00:00:00,1899-12-30 06:14:53,UberX,Uber Pay,1,6,$21.5,Flatiron,1.0
99417,2024-06-27 00:00:00,1899-12-30 06:33:41,UberX,Uber Pay,1,4.26,$18.2,Flatiron,1.0
99419,2024-06-27 00:00:00,1899-12-30 06:54:46,UberX,Uber Pay,6,2.23,$9.0,UN/Turtle Bay South,1.0
99420,2024-06-27 00:00:00,1899-12-30 06:25:49,UberX,Uber Pay,1,1.2,$7.3,Times Sq/Theatre District,1.0
99428,2024-06-27 00:00:00,1899-12-30 06:29:41,UberX,Uber Pay,1,1.03,$6.7,Midtown East,1.0
99432,2024-06-27 00:00:00,1899-12-30 06:28:10,UberX,Uber Pay,1,3.54,$12.0,Clinton East,1.0
99438,2024-06-27 00:00:00,1899-12-30 06:19:14,UberX,Uber Pay,1,4.23,$17.0,Upper East Side North,1.0
99443,2024-06-27 00:00:00,1899-12-30 06:41:39,UberX,Uber Pay,1,5.73,$24.4,Flatiron,1.0
99447,2024-06-27 00:00:00,1899-12-30 06:50:26,UberX,Uber Pay,1,1.8,$9.0,East Chelsea,1.0
99449,2024-06-27 00:00:00,1899-12-30 06:41:15,UberX,Uber Pay,1,1.2,$6.0,East Chelsea,1.0
99451,2024-06-27 00:00:00,1899-12-30 06:52:24,UberX,Uber Pay,1,1.2,$6.0,Manhattan Valley,1.0
99452,2024-06-27 00:00:00,1899-12-30 06:38:54,UberX,Uber Pay,1,1.43,$9.7,Penn Station/Madison Sq West,1.0
99453,2024-06-27 00:00:00,1899-12-30 06:41:00,UberX,Uber Pay,1,1.6,$11.3,Manhattan Valley,1.0
99455,2024-06-27 00:00:00,1899-12-30 06:27:48,UberX,Uber Pay,1,1.01,$6.0,Murray Hill,1.0
99459,2024-06-27 00:00:00,1899-12-30 06:15:01,UberX,Uber Pay,1,1.6,$9.7,Midtown East,1.0
99467,2024-06-27 00:00:00,1899-12-30 06:38:55,UberX,Uber Pay,1,1.3,$8.5,West Village,1.0
99473,2024-06-27 00:00:00,1899-12-30 06:56:40,UberX,Uber Pay,1,1.2,$16.5,Penn Station/Madison Sq West,1.0
99477,2024-06-27 00:00:00,1899-12-30 07:27:59,UberX,Uber Pay,1,2.61,$12.1,Garment District,1.0
99483,2024-06-27 00:00:00,1899-12-30 07:53:54,UberX,Uber Pay,1,3.53,$15.1,East Harlem South,1.0
99486,2024-06-27 00:00:00,1899-12-30 07:01:02,UberX,Uber Pay,1,2.6,$11.6,Manhattanville,1.0
99498,2024-06-27 00:00:00,1899-12-30 07:17:04,UberX,Uber Pay,2,2.7,$13.9,Upper West Side North,1.0
99509,2024-06-27 00:00:00,1899-12-30 07:54:49,UberX,Uber Pay,1,1.32,$8.0,Kips Bay,1.0
99517,2024-06-27 00:00:00,1899-12-30 07:32:49,UberX,Uber Pay,1,1.83,$10.3,East Chelsea,1.0
99520,2024-06-27 00:00:00,1899-12-30 07:35:10,UberX,Uber Pay,1,1.27,$7.9,East Chelsea,1.0
99521,2024-06-27 00:00:00,1899-12-30 07:49:50,UberX,Uber Pay,1,4.55,$17.5,Kips Bay,1.0
99523,2024-06-27 00:00:00,1899-12-30 07:46:20,UberX,Uber Pay,1,2.33,$9.5,Central Park,1.0
99525,2024-06-27 00:00:00,1899-12-30 07:29:32,UberX,Uber Pay,1,3.76,$17.1,Gramercy,1.0
99527,2024-06-27 00:00:00,1899-12-30 07:06:24,UberX,Uber Pay,1,1.62,$11.5,Garment District,1.0
99528,2024-06-27 00:00:00,1899-12-30 07:42:49,UberX,Uber Pay,1,1.75,$8.5,Garment District,1.0
99550,2024-06-27 00:00:00,1899-12-30 07:36:55,UberX,Uber Pay,1,4.1,$16.9,East Harlem North,1.0
99551,2024-06-27 00:00:00,1899-12-30 08:34:53,UberX,Uber Pay,1,2.16,$10.7,East Village,1.0
99554,2024-06-27 00:00:00,1899-12-30 08:36:09,UberX,Uber Pay,1,5.01,$21.5,Central Park,1.0
99561,2024-06-27 00:00:00,1899-12-30 08:37:33,UberX,Uber Pay,1,1.1,$9.6,Midtown East,1.0
99565,2024-06-27 00:00:00,1899-12-30 08:55:53,UberX,Uber Pay,1,2.7,$12.0,Central Harlem,1.0
99568,2024-06-27 00:00:00,1899-12-30 08:19:20,UberX,Uber Pay,1,3.04,$13.3,Upper West Side North,1.0
99588,2024-06-27 00:00:00,1899-12-30 08:57:45,UberX,Uber Pay,2,2.7,$11.7,Gramercy,1.0
99590,2024-06-27 00:00:00,1899-12-30 08:40:01,UberX,Uber Pay,1,2.31,$11.0,Upper West Side South,1.0
99591,2024-06-27 00:00:00,1899-12-30 08:36:21,UberX,Uber Pay,1,1.45,$7.0,Upper East Side South,1.0
99600,2024-06-27 00:00:00,1899-12-30 08:00:37,UberX,Uber Pay,1,9.6,$35.8,Little Italy/NoLiTa,1.0
99622,2024-06-27 00:00:00,1899-12-30 08:35:20,UberX,Uber Pay,1,3.2,$13.0,Central Harlem North,1.0
99624,2024-06-27 00:00:00,1899-12-30 08:45:52,UberX,Uber Pay,1,2.13,$12.1,Kips Bay,1.0
99628,2024-06-27 00:00:00,1899-12-30 08:05:48,UberX,Uber Pay,1,5.3,$20.5,Battery Park City,1.0
99629,2024-06-27 00:00:00,1899-12-30 08:28:17,UberX,Uber Pay,1,1.5,$8.5,Times Sq/Theatre District,1.0
99637,2024-06-27 00:00:00,1899-12-30 08:56:00,UberX,Uber Pay,1,7.8,$32.0,NV,1.0
99648,2024-06-27 00:00:00,1899-12-30 09:05:44,UberX,Uber Pay,1,8.3,$34.0,Lincoln Square East,1.0
99654,2024-06-27 00:00:00,1899-12-30 09:39:48,UberX,Uber Pay,2,3.2,$14.6,Manhattan Valley,1.0
99655,2024-06-27 00:00:00,1899-12-30 09:29:42,UberX,Uber Pay,1,2.19,$9.7,Flatiron,1.0
99657,2024-06-27 00:00:00,1899-12-30 09:54:34,UberX,Uber Pay,1,3.1,$16.9,Penn Station/Madison Sq West,1.0
99658,2024-06-27 00:00:00,1899-12-30 09:14:17,UberX,Uber Pay,1,1.91,$12.1,Upper East Side North,1.0
99659,2024-06-27 00:00:00,1899-12-30 09:36:12,UberX,Uber Pay,1,2.18,$10.9,Sutton Place/Turtle Bay North,1.0
99661,2024-06-27 00:00:00,1899-12-30 09:30:34,UberX,Uber Pay,1,3,$12.4,Lincoln Square West,1.0
99662,2024-06-27 00:00:00,1899-12-30 09:51:06,UberX,Uber Pay,2,2.8,$12.5,Midtown North,1.0
99664,2024-06-27 00:00:00,1899-12-30 09:41:56,UberX,Uber Pay,1,1.9,$9.1,Sutton Place/Turtle Bay North,1.0
99674,2024-06-27 00:00:00,1899-12-30 09:29:38,UberX,Uber Pay,2,6.6,$32.5,Flatiron,1.0
99678,2024-06-27 00:00:00,1899-12-30 09:01:23,UberX,Uber Pay,1,4.8,$19.6,East Village,1.0
99679,2024-06-27 00:00:00,1899-12-30 09:32:29,UberX,Uber Pay,1,2.1,$10.9,Lincoln Square East,1.0
99691,2024-06-27 00:00:00,1899-12-30 09:03:34,UberX,Uber Pay,1,3.2,$15.8,Upper West Side South,1.0
99692,2024-06-27 00:00:00,1899-12-30 09:18:39,UberX,Uber Pay,3,5.32,$24.0,Upper East Side North,1.0
99700,2024-06-27 00:00:00,1899-12-30 09:01:02,UberX,Uber Pay,1,1.38,$6.6,East Village,1.0
99708,2024-06-27 00:00:00,1899-12-30 09:39:31,UberX,Uber Pay,1,2.73,$15.7,Sutton Place/Turtle Bay North,1.0
99727,2024-06-27 00:00:00,1899-12-30 09:50:29,UberX,Uber Pay,2,4.58,$21.1,Midtown North,1.0
99731,2024-06-27 00:00:00,1899-12-30 09:17:41,UberX,Uber Pay,2,1.08,$9.6,Lincoln Square West,1.0
99746,2024-06-27 00:00:00,1899-12-30 09:30:16,UberX,Uber Pay,1,1.2,$7.5,Gramercy,1.0
99748,2024-06-27 00:00:00,1899-12-30 09:33:36,UberX,Uber Pay,1,1.1,$8.1,Upper East Side North,1.0
99755,2024-06-27 00:00:00,1899-12-30 09:12:00,UberX,Uber Pay,1,4,$19.3,Yorkville West,1.0
99768,2024-06-27 00:00:00,1899-12-30 09:52:46,UberX,Uber Pay,1,1.7,$12.1,Lenox Hill East,1.0
99770,2024-06-27 00:00:00,1899-12-30 09:51:15,UberX,Uber Pay,1,3.2,$17.0,Upper West Side South,1.0
99773,2024-06-27 00:00:00,1899-12-30 09:37:26,UberX,Uber Pay,1,2.93,$16.5,Yorkville West,1.0
99776,2024-06-27 00:00:00,1899-12-30 09:28:48,UberX,Uber Pay,1,11.16,$37.0,Morningside Heights,1.0
99777,2024-06-27 00:00:00,1899-12-30 09:34:44,UberX,Uber Pay,1,1.3,$10.0,SoHo,1.0
99778,2024-06-27 00:00:00,1899-12-30 09:51:30,UberX,Uber Pay,1,1.1,$9.7,Kips Bay,1.0
99779,2024-06-27 00:00:00,1899-12-30 09:44:48,UberX,Uber Pay,1,1.4,$9.1,Gramercy,1.0
99780,2024-06-27 00:00:00,1899-12-30 09:49:15,UberX,Uber Pay,1,1.94,$9.0,Sutton Place/Turtle Bay North,1.0
99781,2024-06-27 00:00:00,1899-12-30 09:03:21,UberX,Uber Pay,1,4.01,$18.1,Upper West Side North,1.0
99786,2024-06-27 00:00:00,1899-12-30 09:47:26,UberX,Uber Pay,1,11.11,$42.5,Lincoln Square West,1.0
99795,2024-06-27 00:00:00,1899-12-30 09:54:48,UberX,Uber Pay,1,2.57,$10.0,East Harlem South,1.0
99797,2024-06-27 00:00:00,1899-12-30 09:27:12,UberX,Uber Pay,1,1.94,$9.5,Flatiron,1.0
